company,title,link,location,experience,education,employment_type,deadline,sector,salary,created_at,views,tech_stack
(주)크리에이티브소프트,JAVA 서버 신입/경력 개발자 지원 부분,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535242&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 동작구,신입·경력,초대졸↑,정규직,~ 01/04(토),"['앱개발', '웹개발', '백엔드/서버개발', '기획', '외']",,등록일 24/12/05,0,['Java']
㈜칸테크,ORACLE/PYTHON/JAVA/SQL 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49545109&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,초대졸↑,정규직,~ 01/05(일),"['웹개발', 'script', '솔루션', '외']",,등록일 24/12/06,0,"['Java', 'Spring']"
범호아이티(주),대구 정보시스템 (신입/경력) Fullstack 개발자 모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49550461&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,대구 동구,경력무관,초대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드', 'API 외']",,수정일 24/12/09,0,[]
주식회사 링커리어,[링커리어] 백엔드 개발자 신입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552310&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,신입·경력,대졸↑,정규직,~ 01/08(수),"['앱개발', '웹개발', '백엔드/서버개발', 'script 외']",,등록일 24/12/09,0,['Java']
(주)위드소프트,[정규직] 플렉스지 유지보수 개발 및 운영 모집 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49562930&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 금천구,신입,학력무관,정규직,채용시,"['웹개발', '백엔드/서버개발', '유지보수', '솔루션 외']",,등록일 24/12/10,0,['Java']
(주)위드소프트,[정규직] 플렉스지 모바일(AOS/IOS) 개발자 모집 (신입·경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49572016&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 금천구,경력무관,학력무관,정규직,채용시,"['앱개발', '백엔드/서버개발', 'iOS', '솔루션 외']",,수정일 24/12/11,0,['Java']
칼주식회사(영업소),[CAL주식회사/일본근무] IT개발자 정사원 채용/ 미경험 신입환영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49530475&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,일본,경력무관,초대졸↑,정규직,~ 01/04(토),"['앱개발', '웹개발', 'SI개발', '개발PM', '백엔드/서버개발 외']","3,600 만원",등록일 24/12/05,0,[]
(주)퍼스트씨앤디,모빌리티 서비스 플랫폼 개발 및 유지보수 경력자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49570814&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 화성시,신입·경력,대졸↑,정규직·계약직,~ 01/10(금),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']",,등록일 24/12/11,0,['Java']
(주)픽셀소프트웨어,[픽셀소프트웨어] Frontend 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462342&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력무관,학력무관,정규직,상시채용,"['프론트엔드', 'Android', 'iOS', 'script', '외']",,수정일 24/11/29,0,"['Java', 'React']"
(주)이폼웍스,책임감 있는 Java 기반 웹 개발자를 찾습니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49562668&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 강남구,경력 3~10년,학력무관,정규직,~ 01/09(목),"['웹개발', '백엔드/서버개발', '유지보수', 'script 외']",,등록일 24/12/10,0,['Java']
(주)팜팜,백엔드 개발자 [신입],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49562901&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,광주전체,신입·경력,학력무관,정규직,~ 01/08(수),"['웹개발', '백엔드/서버개발', 'API 외']",,등록일 24/12/10,0,"['Python', 'AWS']"
아이엔마케팅(주),웹 개발자 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555159&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 파주시,신입·경력,초대졸↑,정규직,~ 01/07(화),"['앱개발', '웹개발', '퍼블리셔', '백엔드/서버개발', '외']",,등록일 24/12/09,0,['Java']
(주)루커스,[웹개발] [Frontend Web 개발자] 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49571493&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,경기 성남시 분당구,경력무관,고졸↑,정규직,~ 01/10(금),"['웹개발', '백엔드/서버개발', '프론트엔드', '솔루션 외']",,수정일 24/12/11,0,['Java']
(주)엠오브에스,IT 서비스 운영 및 개발 프론트엔드 개발자 - (React/NextJs),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49573321&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=647e565a-85ec-4a67-8f5f-3c441ae0d27d,서울 동작구,경력무관,대졸↑,정규직,~ 01/10(금),"['백엔드/서버개발', '프론트엔드', 'JS 외']","3,400 만원",등록일 24/12/11,0,"['React', 'Node.js']"
알리엑스,"결제시스템 Java, Jsp 신입 개발자 채용(금융권 경험자 우대)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49235245&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강남구,신입,학력무관,정규직,채용시,"['웹개발', '유지보수', 'script', '외']",,등록일 24/10/21,0,"['Java', 'Spring']"
(주)넥스트이노베이션,백엔드 SI&플랫폼 구축 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49304568&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 광진구,신입·경력,학력무관,정규직,~ 12/30(월),"['백엔드/서버개발', '솔루션', '외']",,수정일 24/12/03,0,"['Java', 'React', 'Spring']"
(주)비전브이아이텍,"[웹개발] 경력,신입사원(JAVA)정직원을 모집 함.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427640&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 구로구,경력무관,대졸↑,정규직·계약직,~ 01/18(토),"['웹개발', '외']",,등록일 24/11/19,0,"['Java', 'C#', 'React', 'Spring']"
(주)모은넷,기술연구소 SW개발자 채용 (JAVA/C#/.NET),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450374&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 수원시 영통구,경력무관,대졸↑,정규직,~ 12/22(일),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']","3,500 만원",수정일 24/12/09,0,['Java']
(주)제스트씨엔에스,SI/SM 웹개발 및 운영 신입 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49518609&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 구로구,신입,고졸↑,정규직,채용시,"['웹개발', 'Ajax', 'OracleDB 외']",,등록일 24/12/03,0,"['Java', 'Spring']"
(주)넥스트아이씨티,java/jsp 신입 SI개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49518815&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 구로구,신입,고졸↑,정규직,채용시,"['웹개발', '솔루션', 'JSP 외']",,등록일 24/12/03,0,"['Java', 'Spring']"
소프트랩스,[JAVA 개발자] 백엔드/서버개발 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49561723&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 금천구,경력2년↑,학력무관,정규직·계약직,~ 01/09(목),"['웹개발', '백엔드/서버개발', '유지보수', '외']",,등록일 24/12/10,0,"['Java', 'Spring']"
(주)인시스템,[신입/경력] 웹 개발자를 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565217&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,부산 부산진구,신입·경력,대졸↑,정규직,~ 01/09(목),"['앱개발', '웹개발', 'HTML', 'Flutter 외']",,등록일 24/12/10,0,['React']
(주)바닐라코드,프론트엔드 개발자 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49573647&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 성남시 분당구,경력무관,학력무관,정규직,채용시,"['프론트엔드', '암호화폐', 'NextJS', 'NestJs', '소프트웨어개발']",,수정일 24/12/11,0,[]
미래융합교육원,건양대학교병원_바이오 메디컬 AI(의료 인공지능) 개발자 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49376633&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,대전 서구,경력무관,대졸↑,교육생,~ 12/20(금),"['솔루션', 'S/W', '알고리즘 외']",,수정일 24/11/18,0,"['Java', 'Python']"
(주)미투유코리아,[웹개발] IT 신입/경력 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475746&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강서구,경력무관,초대졸↑,정규직,채용시,"['웹개발', '클라우드 외']",,수정일 24/11/26,0,"['Java', 'Spring', 'AWS']"
주식회사 지티유솔루션,[정규직]신입/초급 Java/Jquery 개발자 채용합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537728&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 성남시 분당구,신입·경력,초대졸↑,정규직,~ 02/03(월),"['웹개발', 'SI개발', '솔루션', '외']",,등록일 24/12/05,0,"['Java', 'Spring']"
조베이스(주),[솔루션] 백엔드 개발자 모집(python),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555726&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강남구,경력무관,대졸↑,정규직,~ 01/08(수),"['백엔드/서버개발', '프론트엔드', '솔루션 외']",,등록일 24/12/09,0,"['Java', 'C++']"
(주)카네비모빌리티 광교지점,[카네비모빌리티] 차량 전장 SW 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49571265&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 수원시 영통구,경력 2~20년,대졸↑,정규직,~ 12/27(금),"['솔루션', 'S/W', 'H/W', '전자제어 외']",,수정일 24/12/12,0,['C++']
(주)고로켓컴퍼니,풀 스택 개발자 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566966&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,충남 천안시,신입·경력,대졸↑,정규직,~ 01/07(화),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']",,등록일 24/12/11,0,['Java']
옴니커뮤니케이션,웹개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49576686&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,부산 금정구,경력무관,학력무관,정규직,~ 01/11(토),"['웹개발', '백엔드/서버개발', '프론트엔드', '유지보수 외']",,등록일 24/12/12,0,['Java']
(주)시드소프트,[시드소프트]SI개발&웹개발&백엔드/서버개발 외 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49350099&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 구로구,신입,학력무관,정규직·프리랜서,~ 12/31(화),"['웹개발', 'SI개발', '백엔드/서버개발', '소프트웨어개발']",,등록일 24/11/06,0,[]
(주)플랙스뉴럴랩스,웹 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49518994&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 관악구,신입·경력,학력무관,정규직,~ 01/03(금),"['웹개발', '퍼블리셔', '백엔드/서버개발', '프론트엔드', 'script 외']",,등록일 24/12/03,0,['Java']
주식회사 스타랩스,[스타랩스] 웹개발자 초/중/고/특급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569017&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강남구,경력,초대졸↑,정규직·프리랜서,~ 01/10(금),"['웹개발', '백엔드/서버개발', '프론트엔드', '외']",,등록일 24/12/11,0,"['Java', 'AWS']"
(주)코어플랫폼,(주)코어플랫폼 응용소프 개발자 신입/경력직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568885&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,부산 해운대구,신입,학력무관,정규직,~ 01/10(금),"['웹개발', '솔루션', 'IT컨설팅', 'ICT컨설팅', '네트워크 외']",,등록일 24/12/11,0,[]
뉴로랩스(주),[뉴로랩스] 웹 개발자(프론트엔드/백엔드) 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49573057&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,대구 수성구,경력무관,초대졸↑,정규직,채용시,"['웹개발', '백엔드/서버개발', '프론트엔드', 'script', '외']",,수정일 24/12/11,0,"['Java', 'React']"
(주)언더핀,[백엔드/서버개발] 백엔드 엔지니어 신입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49403255&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 서초구,경력무관,학력무관,정규직,~ 12/14(토),"['백엔드/서버개발', 'API 외']",,등록일 24/11/14,0,"['React', 'Spring', 'AWS']"
보윙(주),[신입] 웹/앱 개발자 백엔드 신입 모집 - 판교근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448262&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 성남시 수정구,신입,대졸↑,정규직·계약직,~ 12/21(토),"['앱개발', '웹개발', '백엔드/서버개발', '프론트엔드 외']",,수정일 24/11/25,0,['Java']
(주)넥스트그라운드,백엔드 개발자 (Java) 전환형 인턴 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49454055&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강남구,경력무관,학력무관,인턴직,~ 12/19(목),"['백엔드/서버개발', '인프라 외']",,수정일 24/12/04,0,"['Java', 'Spring', 'AWS']"
주식회사 하이파킹,(주)하이파킹 주차장 개발자 채용(Mobility Hub Platform),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459393&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 성남시 분당구,경력무관,대졸↑,정규직,~ 12/25(수),"['웹개발', '백엔드/서버개발', '프론트엔드', 'script 외']",,수정일 24/12/11,0,['Java']
(주)와이즈캔,(주)와이즈캔 JAVA 웹 개발자 채용(신입 및 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482405&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강남구,경력무관,학력무관,정규직,~ 12/27(금),"['웹개발', 'API', '솔루션업체', '소프트웨어개발']",,수정일 24/11/27,0,['Java']
주식회사 에이데이타,JAVA Back-End 개발자 정규직(신입) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490073&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 성동구,경력무관,대졸↑,정규직,내일마감,"['백엔드/서버개발', 'script', '솔루션', '외']","3,400 만원",등록일 24/11/28,0,"['Java', 'Spring']"
(주)바로건설기술,건축 프로그램 개발 신입 및 경력 사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49560880&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 강동구,신입·경력,대졸↑,정규직,~ 01/08(수),"['웹개발', '백엔드/서버개발', 'CAD', 'S/W 외']",,등록일 24/12/10,0,['C++']
노드그라운드,LG전자와 협업하실 성장 가능한 개발자를 모집합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49564833&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경남 창원시,경력무관,대졸↑,정규직,~ 12/31(화),"['웹개발', 'S/W', '임베디드', '펌웨어 외']","4,400 만원",등록일 24/12/10,0,['Java']
네이버(주),[NAVER] LLM을 활용한 검색 알고리즘 개발 인턴 (체험형),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49559745&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 성남시 분당구,신입,학력무관,인턴직,내일마감,"['알고리즘', '검색엔진']",,수정일 24/12/10,0,['SQL']
(주)퀀텀솔루션,[서울] 2025년 JAVA 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49567109&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 금천구,경력무관,학력무관,정규직,~ 01/10(금),"['RDBMS', 'JPA', 'Boot', 'SVN 외']",,등록일 24/12/11,0,"['Java', 'Spring']"
(주)레드마우스,프론트엔드 개발자 신입사원 채용  [정규직],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49562366&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 수원시 영통구,신입·경력,초대졸↑,정규직,~ 01/09(목),"['웹개발', '프론트엔드', 'script', '클라우드 외']",,등록일 24/12/10,0,"['Java', 'React']"
(주)태웅로직스,IT전략팀 웹개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569932&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 서초구,신입·경력,초대졸↑,정규직·인턴직,~ 12/22(일),"['웹개발', '백엔드/서버개발', '유지보수', '정보보안', '정보통신 외']",,등록일 24/12/11,0,[]
㈜동화엔텍,(주)동화엔텍 기기개발팀 신입/경력 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49503778&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,부산 강서구,경력무관,대졸↑,정규직,~ 01/01(수),"['R&D', 'R&D기획', '연구원', '생산', '설계엔지니어 외']",,수정일 24/12/02,0,[]
(주)유라코퍼레이션,[유라코퍼레이션] 자동차 부품 금형 개발 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49515785&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 평택시,경력무관,대졸↑,정규직,오늘마감,"['금형설계', 'CAD', '사출금형', '프레스금형', '자동차 외']",,등록일 24/12/03,0,[]
(주)경호엔지니어링종합건축사사무소,(주)경호엔지니어링 토목설계 도시개발부(단지설계) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552142&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,서울 송파구,경력무관,초대졸↑,정규직,~ 01/08(수),"['토목설계', '토목기술자', '토목회사']",,등록일 24/12/09,0,[]
(주)탑머티리얼,(주)탑머티리얼 이천/평택공장 개발본부 소재개발 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49563798&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 이천시,신입·경력,석사↑,정규직,~ 12/31(화),"['R&D', '연구원', '신소재', '이화학시험', '기타제조업']",,수정일 24/12/10,0,[]
현대모비스(주),현대모비스 생산개발담당 모듈조립 계약직 채용 (남양연구소),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49556852&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 화성시,경력무관,초대졸↑,기간제·계약직,~ 12/16(월),"['생산', '주간근무', '생산기술', '제조', '조립 외']",,등록일 24/12/09,0,[]
에스디바이오센서(주),에스디바이오센서(주) 분자진단개발 연구원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565097&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경기 수원시 영통구,경력 3~9년,대졸↑,정규직,~ 01/01(수),"['연구원', '동물실험', '분자진단', '바이오']",,등록일 24/12/10,0,[]
(주)디에스시,자동차부품 개발업무 경력직(책임매니저급) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566435&location=ts&searchword=%EA%B0%9C%EB%B0%9C&searchType=search&paid_fl=n&search_uuid=97b20e22-cf97-4e92-9cf8-58d65020697c,경북 경주시,경력 10~15년,대졸↑,정규직,~ 01/10(금),"['기계설계', '자동차', '기계조작원', '자동차부품']",,수정일 24/12/11,0,[]
